class(r1,Y)	+class(r1,department)	-class(r1,course)	-class(r1,faculty)	-class(r1,person)	-class(r1,researchproject)	-class(r1,staff)	-class(r1,student)
class(r435,Y)	+class(r435,department)	+class(r435,person)	+class(r435,student)	-class(r435,course)	-class(r435,faculty)	-class(r435,researchproject)	-class(r435,staff)
class(r436,Y)	+class(r436,researchproject)	-class(r436,course)	-class(r436,department)	-class(r436,faculty)	-class(r436,person)	-class(r436,staff)	-class(r436,student)
class(r437,Y)	+class(r437,person)	+class(r437,student)	-class(r437,course)	-class(r437,department)	-class(r437,faculty)	-class(r437,researchproject)	-class(r437,staff)
class(r438,Y)	+class(r438,person)	+class(r438,student)	-class(r438,course)	-class(r438,department)	-class(r438,faculty)	-class(r438,researchproject)	-class(r438,staff)
class(r439,Y)	+class(r439,person)	+class(r439,student)	-class(r439,course)	-class(r439,department)	-class(r439,faculty)	-class(r439,researchproject)	-class(r439,staff)
class(r440,Y)	+class(r440,person)	+class(r440,student)	-class(r440,course)	-class(r440,department)	-class(r440,faculty)	-class(r440,researchproject)	-class(r440,staff)
class(r441,Y)	+class(r441,person)	+class(r441,student)	-class(r441,course)	-class(r441,department)	-class(r441,faculty)	-class(r441,researchproject)	-class(r441,staff)
class(r442,Y)	+class(r442,person)	+class(r442,student)	-class(r442,course)	-class(r442,department)	-class(r442,faculty)	-class(r442,researchproject)	-class(r442,staff)
class(r443,Y)	+class(r443,person)	+class(r443,staff)	-class(r443,course)	-class(r443,department)	-class(r443,faculty)	-class(r443,researchproject)	-class(r443,student)
class(r444,Y)	+class(r444,faculty)	+class(r444,person)	-class(r444,course)	-class(r444,department)	-class(r444,researchproject)	-class(r444,staff)	-class(r444,student)
class(r445,Y)	+class(r445,faculty)	+class(r445,person)	-class(r445,course)	-class(r445,department)	-class(r445,researchproject)	-class(r445,staff)	-class(r445,student)
class(r446,Y)	+class(r446,researchproject)	-class(r446,course)	-class(r446,department)	-class(r446,faculty)	-class(r446,person)	-class(r446,staff)	-class(r446,student)
class(r447,Y)	+class(r447,person)	+class(r447,student)	-class(r447,course)	-class(r447,department)	-class(r447,faculty)	-class(r447,researchproject)	-class(r447,staff)
class(r448,Y)	+class(r448,researchproject)	-class(r448,course)	-class(r448,department)	-class(r448,faculty)	-class(r448,person)	-class(r448,staff)	-class(r448,student)
class(r449,Y)	+class(r449,person)	+class(r449,student)	-class(r449,course)	-class(r449,department)	-class(r449,faculty)	-class(r449,researchproject)	-class(r449,staff)
class(r451,Y)	+class(r451,course)	-class(r451,department)	-class(r451,faculty)	-class(r451,person)	-class(r451,researchproject)	-class(r451,staff)	-class(r451,student)
class(r452,Y)	+class(r452,course)	-class(r452,department)	-class(r452,faculty)	-class(r452,person)	-class(r452,researchproject)	-class(r452,staff)	-class(r452,student)
class(r450,Y)	+class(r450,faculty)	+class(r450,person)	-class(r450,course)	-class(r450,department)	-class(r450,researchproject)	-class(r450,staff)	-class(r450,student)
class(r453,Y)	+class(r453,person)	+class(r453,student)	-class(r453,course)	-class(r453,department)	-class(r453,faculty)	-class(r453,researchproject)	-class(r453,staff)
class(r455,Y)	+class(r455,course)	-class(r455,department)	-class(r455,faculty)	-class(r455,person)	-class(r455,researchproject)	-class(r455,staff)	-class(r455,student)
class(r456,Y)	+class(r456,course)	-class(r456,department)	-class(r456,faculty)	-class(r456,person)	-class(r456,researchproject)	-class(r456,staff)	-class(r456,student)
class(r454,Y)	+class(r454,faculty)	+class(r454,person)	-class(r454,course)	-class(r454,department)	-class(r454,researchproject)	-class(r454,staff)	-class(r454,student)
class(r457,Y)	+class(r457,person)	+class(r457,student)	-class(r457,course)	-class(r457,department)	-class(r457,faculty)	-class(r457,researchproject)	-class(r457,staff)
class(r458,Y)	+class(r458,person)	+class(r458,student)	-class(r458,course)	-class(r458,department)	-class(r458,faculty)	-class(r458,researchproject)	-class(r458,staff)
class(r459,Y)	+class(r459,person)	+class(r459,student)	-class(r459,course)	-class(r459,department)	-class(r459,faculty)	-class(r459,researchproject)	-class(r459,staff)
class(r460,Y)	+class(r460,person)	+class(r460,student)	-class(r460,course)	-class(r460,department)	-class(r460,faculty)	-class(r460,researchproject)	-class(r460,staff)
class(r461,Y)	+class(r461,person)	+class(r461,student)	-class(r461,course)	-class(r461,department)	-class(r461,faculty)	-class(r461,researchproject)	-class(r461,staff)
class(r462,Y)	+class(r462,faculty)	+class(r462,person)	-class(r462,course)	-class(r462,department)	-class(r462,researchproject)	-class(r462,staff)	-class(r462,student)
class(r463,Y)	+class(r463,person)	+class(r463,student)	-class(r463,course)	-class(r463,department)	-class(r463,faculty)	-class(r463,researchproject)	-class(r463,staff)
class(r464,Y)	+class(r464,person)	+class(r464,student)	-class(r464,course)	-class(r464,department)	-class(r464,faculty)	-class(r464,researchproject)	-class(r464,staff)
class(r465,Y)	+class(r465,person)	+class(r465,student)	-class(r465,course)	-class(r465,department)	-class(r465,faculty)	-class(r465,researchproject)	-class(r465,staff)
class(r466,Y)	+class(r466,researchproject)	-class(r466,course)	-class(r466,department)	-class(r466,faculty)	-class(r466,person)	-class(r466,staff)	-class(r466,student)
class(r467,Y)	+class(r467,person)	+class(r467,student)	-class(r467,course)	-class(r467,department)	-class(r467,faculty)	-class(r467,researchproject)	-class(r467,staff)
class(r468,Y)	+class(r468,person)	+class(r468,student)	-class(r468,course)	-class(r468,department)	-class(r468,faculty)	-class(r468,researchproject)	-class(r468,staff)
class(r469,Y)	+class(r469,person)	+class(r469,student)	-class(r469,course)	-class(r469,department)	-class(r469,faculty)	-class(r469,researchproject)	-class(r469,staff)
class(r470,Y)	+class(r470,person)	+class(r470,student)	-class(r470,course)	-class(r470,department)	-class(r470,faculty)	-class(r470,researchproject)	-class(r470,staff)
class(r471,Y)	+class(r471,person)	+class(r471,student)	-class(r471,course)	-class(r471,department)	-class(r471,faculty)	-class(r471,researchproject)	-class(r471,staff)
class(r472,Y)	+class(r472,person)	+class(r472,student)	-class(r472,course)	-class(r472,department)	-class(r472,faculty)	-class(r472,researchproject)	-class(r472,staff)
class(r473,Y)	+class(r473,department)	+class(r473,person)	+class(r473,staff)	-class(r473,course)	-class(r473,faculty)	-class(r473,researchproject)	-class(r473,student)
class(r474,Y)	+class(r474,person)	+class(r474,student)	-class(r474,course)	-class(r474,department)	-class(r474,faculty)	-class(r474,researchproject)	-class(r474,staff)
class(r475,Y)	+class(r475,person)	+class(r475,student)	-class(r475,course)	-class(r475,department)	-class(r475,faculty)	-class(r475,researchproject)	-class(r475,staff)
class(r476,Y)	+class(r476,person)	+class(r476,student)	-class(r476,course)	-class(r476,department)	-class(r476,faculty)	-class(r476,researchproject)	-class(r476,staff)
class(r477,Y)	+class(r477,person)	+class(r477,student)	-class(r477,course)	-class(r477,department)	-class(r477,faculty)	-class(r477,researchproject)	-class(r477,staff)
class(r478,Y)	+class(r478,course)	-class(r478,department)	-class(r478,faculty)	-class(r478,person)	-class(r478,researchproject)	-class(r478,staff)	-class(r478,student)
class(r479,Y)	+class(r479,person)	+class(r479,student)	-class(r479,course)	-class(r479,department)	-class(r479,faculty)	-class(r479,researchproject)	-class(r479,staff)
class(r480,Y)	+class(r480,person)	+class(r480,student)	-class(r480,course)	-class(r480,department)	-class(r480,faculty)	-class(r480,researchproject)	-class(r480,staff)
class(r481,Y)	+class(r481,person)	+class(r481,student)	-class(r481,course)	-class(r481,department)	-class(r481,faculty)	-class(r481,researchproject)	-class(r481,staff)
class(r482,Y)	+class(r482,person)	+class(r482,student)	-class(r482,course)	-class(r482,department)	-class(r482,faculty)	-class(r482,researchproject)	-class(r482,staff)
class(r483,Y)	+class(r483,person)	+class(r483,student)	-class(r483,course)	-class(r483,department)	-class(r483,faculty)	-class(r483,researchproject)	-class(r483,staff)
class(r484,Y)	+class(r484,person)	+class(r484,student)	-class(r484,course)	-class(r484,department)	-class(r484,faculty)	-class(r484,researchproject)	-class(r484,staff)
class(r486,Y)	+class(r486,course)	-class(r486,department)	-class(r486,faculty)	-class(r486,person)	-class(r486,researchproject)	-class(r486,staff)	-class(r486,student)
class(r485,Y)	+class(r485,person)	+class(r485,student)	-class(r485,course)	-class(r485,department)	-class(r485,faculty)	-class(r485,researchproject)	-class(r485,staff)
class(r487,Y)	+class(r487,person)	+class(r487,student)	-class(r487,course)	-class(r487,department)	-class(r487,faculty)	-class(r487,researchproject)	-class(r487,staff)
class(r488,Y)	+class(r488,person)	+class(r488,student)	-class(r488,course)	-class(r488,department)	-class(r488,faculty)	-class(r488,researchproject)	-class(r488,staff)
class(r489,Y)	+class(r489,course)	-class(r489,department)	-class(r489,faculty)	-class(r489,person)	-class(r489,researchproject)	-class(r489,staff)	-class(r489,student)
class(r490,Y)	+class(r490,faculty)	+class(r490,person)	-class(r490,course)	-class(r490,department)	-class(r490,researchproject)	-class(r490,staff)	-class(r490,student)
class(r491,Y)	+class(r491,faculty)	+class(r491,person)	-class(r491,course)	-class(r491,department)	-class(r491,researchproject)	-class(r491,staff)	-class(r491,student)
class(r492,Y)	+class(r492,department)	-class(r492,course)	-class(r492,faculty)	-class(r492,person)	-class(r492,researchproject)	-class(r492,staff)	-class(r492,student)
class(r493,Y)	+class(r493,faculty)	+class(r493,person)	-class(r493,course)	-class(r493,department)	-class(r493,researchproject)	-class(r493,staff)	-class(r493,student)
class(r494,Y)	+class(r494,faculty)	+class(r494,person)	-class(r494,course)	-class(r494,department)	-class(r494,researchproject)	-class(r494,staff)	-class(r494,student)
class(r495,Y)	+class(r495,faculty)	+class(r495,person)	-class(r495,course)	-class(r495,department)	-class(r495,researchproject)	-class(r495,staff)	-class(r495,student)
class(r496,Y)	+class(r496,faculty)	+class(r496,person)	-class(r496,course)	-class(r496,department)	-class(r496,researchproject)	-class(r496,staff)	-class(r496,student)
class(r497,Y)	+class(r497,faculty)	+class(r497,person)	-class(r497,course)	-class(r497,department)	-class(r497,researchproject)	-class(r497,staff)	-class(r497,student)
class(r498,Y)	+class(r498,faculty)	+class(r498,person)	-class(r498,course)	-class(r498,department)	-class(r498,researchproject)	-class(r498,staff)	-class(r498,student)
class(r499,Y)	+class(r499,faculty)	+class(r499,person)	-class(r499,course)	-class(r499,department)	-class(r499,researchproject)	-class(r499,staff)	-class(r499,student)
class(r500,Y)	+class(r500,faculty)	+class(r500,person)	-class(r500,course)	-class(r500,department)	-class(r500,researchproject)	-class(r500,staff)	-class(r500,student)
class(r501,Y)	+class(r501,faculty)	+class(r501,person)	-class(r501,course)	-class(r501,department)	-class(r501,researchproject)	-class(r501,staff)	-class(r501,student)
class(r502,Y)	+class(r502,faculty)	+class(r502,person)	-class(r502,course)	-class(r502,department)	-class(r502,researchproject)	-class(r502,staff)	-class(r502,student)
class(r503,Y)	+class(r503,faculty)	+class(r503,person)	-class(r503,course)	-class(r503,department)	-class(r503,researchproject)	-class(r503,staff)	-class(r503,student)
class(r504,Y)	+class(r504,faculty)	+class(r504,person)	-class(r504,course)	-class(r504,department)	-class(r504,researchproject)	-class(r504,staff)	-class(r504,student)
class(r505,Y)	+class(r505,person)	+class(r505,student)	-class(r505,course)	-class(r505,department)	-class(r505,faculty)	-class(r505,researchproject)	-class(r505,staff)
class(r507,Y)	+class(r507,course)	-class(r507,department)	-class(r507,faculty)	-class(r507,person)	-class(r507,researchproject)	-class(r507,staff)	-class(r507,student)
class(r508,Y)	+class(r508,course)	-class(r508,department)	-class(r508,faculty)	-class(r508,person)	-class(r508,researchproject)	-class(r508,staff)	-class(r508,student)
class(r509,Y)	+class(r509,course)	-class(r509,department)	-class(r509,faculty)	-class(r509,person)	-class(r509,researchproject)	-class(r509,staff)	-class(r509,student)
class(r506,Y)	+class(r506,faculty)	+class(r506,person)	-class(r506,course)	-class(r506,department)	-class(r506,researchproject)	-class(r506,staff)	-class(r506,student)
class(r510,Y)	+class(r510,person)	+class(r510,student)	-class(r510,course)	-class(r510,department)	-class(r510,faculty)	-class(r510,researchproject)	-class(r510,staff)
class(r511,Y)	+class(r511,faculty)	+class(r511,person)	-class(r511,course)	-class(r511,department)	-class(r511,researchproject)	-class(r511,staff)	-class(r511,student)
class(r513,Y)	+class(r513,course)	-class(r513,department)	-class(r513,faculty)	-class(r513,person)	-class(r513,researchproject)	-class(r513,staff)	-class(r513,student)
class(r512,Y)	+class(r512,faculty)	+class(r512,person)	-class(r512,course)	-class(r512,department)	-class(r512,researchproject)	-class(r512,staff)	-class(r512,student)
class(r514,Y)	+class(r514,researchproject)	-class(r514,course)	-class(r514,department)	-class(r514,faculty)	-class(r514,person)	-class(r514,staff)	-class(r514,student)
class(r515,Y)	+class(r515,person)	+class(r515,student)	-class(r515,course)	-class(r515,department)	-class(r515,faculty)	-class(r515,researchproject)	-class(r515,staff)
class(r516,Y)	+class(r516,person)	+class(r516,student)	-class(r516,course)	-class(r516,department)	-class(r516,faculty)	-class(r516,researchproject)	-class(r516,staff)
class(r517,Y)	+class(r517,person)	+class(r517,student)	-class(r517,course)	-class(r517,department)	-class(r517,faculty)	-class(r517,researchproject)	-class(r517,staff)
class(r518,Y)	+class(r518,faculty)	+class(r518,person)	-class(r518,course)	-class(r518,department)	-class(r518,researchproject)	-class(r518,staff)	-class(r518,student)
class(r519,Y)	+class(r519,person)	+class(r519,student)	-class(r519,course)	-class(r519,department)	-class(r519,faculty)	-class(r519,researchproject)	-class(r519,staff)
class(r520,Y)	+class(r520,person)	+class(r520,student)	-class(r520,course)	-class(r520,department)	-class(r520,faculty)	-class(r520,researchproject)	-class(r520,staff)
class(r522,Y)	+class(r522,course)	-class(r522,department)	-class(r522,faculty)	-class(r522,person)	-class(r522,researchproject)	-class(r522,staff)	-class(r522,student)
class(r521,Y)	+class(r521,faculty)	+class(r521,person)	-class(r521,course)	-class(r521,department)	-class(r521,researchproject)	-class(r521,staff)	-class(r521,student)
class(r523,Y)	+class(r523,person)	+class(r523,student)	-class(r523,course)	-class(r523,department)	-class(r523,faculty)	-class(r523,researchproject)	-class(r523,staff)
class(r524,Y)	+class(r524,person)	+class(r524,student)	-class(r524,course)	-class(r524,department)	-class(r524,faculty)	-class(r524,researchproject)	-class(r524,staff)
class(r526,Y)	+class(r526,course)	-class(r526,department)	-class(r526,faculty)	-class(r526,person)	-class(r526,researchproject)	-class(r526,staff)	-class(r526,student)
class(r525,Y)	+class(r525,person)	+class(r525,student)	-class(r525,course)	-class(r525,department)	-class(r525,faculty)	-class(r525,researchproject)	-class(r525,staff)
class(r527,Y)	+class(r527,person)	+class(r527,student)	-class(r527,course)	-class(r527,department)	-class(r527,faculty)	-class(r527,researchproject)	-class(r527,staff)
class(r528,Y)	+class(r528,person)	+class(r528,student)	-class(r528,course)	-class(r528,department)	-class(r528,faculty)	-class(r528,researchproject)	-class(r528,staff)
class(r530,Y)	+class(r530,course)	-class(r530,department)	-class(r530,faculty)	-class(r530,person)	-class(r530,researchproject)	-class(r530,staff)	-class(r530,student)
class(r529,Y)	+class(r529,person)	+class(r529,student)	-class(r529,course)	-class(r529,department)	-class(r529,faculty)	-class(r529,researchproject)	-class(r529,staff)
class(r531,Y)	+class(r531,person)	+class(r531,student)	-class(r531,course)	-class(r531,department)	-class(r531,faculty)	-class(r531,researchproject)	-class(r531,staff)
class(r532,Y)	+class(r532,person)	+class(r532,student)	-class(r532,course)	-class(r532,department)	-class(r532,faculty)	-class(r532,researchproject)	-class(r532,staff)
class(r533,Y)	+class(r533,person)	+class(r533,student)	-class(r533,course)	-class(r533,department)	-class(r533,faculty)	-class(r533,researchproject)	-class(r533,staff)
class(r534,Y)	+class(r534,person)	+class(r534,student)	-class(r534,course)	-class(r534,department)	-class(r534,faculty)	-class(r534,researchproject)	-class(r534,staff)
class(r535,Y)	+class(r535,faculty)	+class(r535,person)	-class(r535,course)	-class(r535,department)	-class(r535,researchproject)	-class(r535,staff)	-class(r535,student)
class(r536,Y)	+class(r536,person)	+class(r536,student)	-class(r536,course)	-class(r536,department)	-class(r536,faculty)	-class(r536,researchproject)	-class(r536,staff)
class(r537,Y)	+class(r537,person)	+class(r537,student)	-class(r537,course)	-class(r537,department)	-class(r537,faculty)	-class(r537,researchproject)	-class(r537,staff)
class(r539,Y)	+class(r539,course)	-class(r539,department)	-class(r539,faculty)	-class(r539,person)	-class(r539,researchproject)	-class(r539,staff)	-class(r539,student)
class(r538,Y)	+class(r538,person)	+class(r538,student)	-class(r538,course)	-class(r538,department)	-class(r538,faculty)	-class(r538,researchproject)	-class(r538,staff)
class(r540,Y)	+class(r540,person)	+class(r540,student)	-class(r540,course)	-class(r540,department)	-class(r540,faculty)	-class(r540,researchproject)	-class(r540,staff)
class(r541,Y)	+class(r541,person)	+class(r541,student)	-class(r541,course)	-class(r541,department)	-class(r541,faculty)	-class(r541,researchproject)	-class(r541,staff)
class(r542,Y)	+class(r542,person)	+class(r542,student)	-class(r542,course)	-class(r542,department)	-class(r542,faculty)	-class(r542,researchproject)	-class(r542,staff)
class(r544,Y)	+class(r544,department)	-class(r544,course)	-class(r544,faculty)	-class(r544,person)	-class(r544,researchproject)	-class(r544,staff)	-class(r544,student)
class(r545,Y)	+class(r545,department)	-class(r545,course)	-class(r545,faculty)	-class(r545,person)	-class(r545,researchproject)	-class(r545,staff)	-class(r545,student)
class(r543,Y)	+class(r543,department)	-class(r543,course)	-class(r543,faculty)	-class(r543,person)	-class(r543,researchproject)	-class(r543,staff)	-class(r543,student)
class(r546,Y)	+class(r546,department)	-class(r546,course)	-class(r546,faculty)	-class(r546,person)	-class(r546,researchproject)	-class(r546,staff)	-class(r546,student)
class(r547,Y)	+class(r547,department)	-class(r547,course)	-class(r547,faculty)	-class(r547,person)	-class(r547,researchproject)	-class(r547,staff)	-class(r547,student)
class(r548,Y)	+class(r548,course)	-class(r548,department)	-class(r548,faculty)	-class(r548,person)	-class(r548,researchproject)	-class(r548,staff)	-class(r548,student)
class(r549,Y)	+class(r549,course)	-class(r549,department)	-class(r549,faculty)	-class(r549,person)	-class(r549,researchproject)	-class(r549,staff)	-class(r549,student)
class(r553,Y)	+class(r553,department)	-class(r553,course)	-class(r553,faculty)	-class(r553,person)	-class(r553,researchproject)	-class(r553,staff)	-class(r553,student)
class(r552,Y)	+class(r552,course)	-class(r552,department)	-class(r552,faculty)	-class(r552,person)	-class(r552,researchproject)	-class(r552,staff)	-class(r552,student)
class(r551,Y)	+class(r551,course)	-class(r551,department)	-class(r551,faculty)	-class(r551,person)	-class(r551,researchproject)	-class(r551,staff)	-class(r551,student)
class(r550,Y)	+class(r550,department)	-class(r550,course)	-class(r550,faculty)	-class(r550,person)	-class(r550,researchproject)	-class(r550,staff)	-class(r550,student)
class(r554,Y)	+class(r554,course)	-class(r554,department)	-class(r554,faculty)	-class(r554,person)	-class(r554,researchproject)	-class(r554,staff)	-class(r554,student)
class(r555,Y)	+class(r555,course)	-class(r555,department)	-class(r555,faculty)	-class(r555,person)	-class(r555,researchproject)	-class(r555,staff)	-class(r555,student)
class(r556,Y)	+class(r556,course)	-class(r556,department)	-class(r556,faculty)	-class(r556,person)	-class(r556,researchproject)	-class(r556,staff)	-class(r556,student)
class(r558,Y)	+class(r558,course)	-class(r558,department)	-class(r558,faculty)	-class(r558,person)	-class(r558,researchproject)	-class(r558,staff)	-class(r558,student)
class(r557,Y)	+class(r557,course)	-class(r557,department)	-class(r557,faculty)	-class(r557,person)	-class(r557,researchproject)	-class(r557,staff)	-class(r557,student)
class(r559,Y)	+class(r559,course)	+class(r559,department)	-class(r559,faculty)	-class(r559,person)	-class(r559,researchproject)	-class(r559,staff)	-class(r559,student)
class(r560,Y)	+class(r560,course)	-class(r560,department)	-class(r560,faculty)	-class(r560,person)	-class(r560,researchproject)	-class(r560,staff)	-class(r560,student)
class(r561,Y)	+class(r561,course)	-class(r561,department)	-class(r561,faculty)	-class(r561,person)	-class(r561,researchproject)	-class(r561,staff)	-class(r561,student)
class(r562,Y)	+class(r562,course)	-class(r562,department)	-class(r562,faculty)	-class(r562,person)	-class(r562,researchproject)	-class(r562,staff)	-class(r562,student)
class(r561,Y)	+class(r561,department)	-class(r561,course)	-class(r561,faculty)	-class(r561,person)	-class(r561,researchproject)	-class(r561,staff)	-class(r561,student)
class(r564,Y)	+class(r564,course)	+class(r564,department)	-class(r564,faculty)	-class(r564,person)	-class(r564,researchproject)	-class(r564,staff)	-class(r564,student)
class(r565,Y)	+class(r565,course)	-class(r565,department)	-class(r565,faculty)	-class(r565,person)	-class(r565,researchproject)	-class(r565,staff)	-class(r565,student)
class(r563,Y)	+class(r563,course)	-class(r563,department)	-class(r563,faculty)	-class(r563,person)	-class(r563,researchproject)	-class(r563,staff)	-class(r563,student)
class(r566,Y)	+class(r566,course)	-class(r566,department)	-class(r566,faculty)	-class(r566,person)	-class(r566,researchproject)	-class(r566,staff)	-class(r566,student)
class(r567,Y)	+class(r567,course)	-class(r567,department)	-class(r567,faculty)	-class(r567,person)	-class(r567,researchproject)	-class(r567,staff)	-class(r567,student)
class(r568,Y)	+class(r568,department)	-class(r568,course)	-class(r568,faculty)	-class(r568,person)	-class(r568,researchproject)	-class(r568,staff)	-class(r568,student)
class(r569,Y)	+class(r569,course)	-class(r569,department)	-class(r569,faculty)	-class(r569,person)	-class(r569,researchproject)	-class(r569,staff)	-class(r569,student)
class(r570,Y)	+class(r570,course)	-class(r570,department)	-class(r570,faculty)	-class(r570,person)	-class(r570,researchproject)	-class(r570,staff)	-class(r570,student)
class(r571,Y)	+class(r571,course)	-class(r571,department)	-class(r571,faculty)	-class(r571,person)	-class(r571,researchproject)	-class(r571,staff)	-class(r571,student)
class(r572,Y)	+class(r572,course)	-class(r572,department)	-class(r572,faculty)	-class(r572,person)	-class(r572,researchproject)	-class(r572,staff)	-class(r572,student)
class(r573,Y)	+class(r573,course)	-class(r573,department)	-class(r573,faculty)	-class(r573,person)	-class(r573,researchproject)	-class(r573,staff)	-class(r573,student)
class(r574,Y)	+class(r574,course)	-class(r574,department)	-class(r574,faculty)	-class(r574,person)	-class(r574,researchproject)	-class(r574,staff)	-class(r574,student)
class(r575,Y)	+class(r575,course)	-class(r575,department)	-class(r575,faculty)	-class(r575,person)	-class(r575,researchproject)	-class(r575,staff)	-class(r575,student)
class(r576,Y)	+class(r576,course)	-class(r576,department)	-class(r576,faculty)	-class(r576,person)	-class(r576,researchproject)	-class(r576,staff)	-class(r576,student)
class(r578,Y)	+class(r578,course)	-class(r578,department)	-class(r578,faculty)	-class(r578,person)	-class(r578,researchproject)	-class(r578,staff)	-class(r578,student)
class(r577,Y)	+class(r577,course)	-class(r577,department)	-class(r577,faculty)	-class(r577,person)	-class(r577,researchproject)	-class(r577,staff)	-class(r577,student)
class(r579,Y)	+class(r579,course)	-class(r579,department)	-class(r579,faculty)	-class(r579,person)	-class(r579,researchproject)	-class(r579,staff)	-class(r579,student)
class(r580,Y)	+class(r580,course)	-class(r580,department)	-class(r580,faculty)	-class(r580,person)	-class(r580,researchproject)	-class(r580,staff)	-class(r580,student)
class(r581,Y)	+class(r581,course)	-class(r581,department)	-class(r581,faculty)	-class(r581,person)	-class(r581,researchproject)	-class(r581,staff)	-class(r581,student)
class(r582,Y)	+class(r582,course)	-class(r582,department)	-class(r582,faculty)	-class(r582,person)	-class(r582,researchproject)	-class(r582,staff)	-class(r582,student)
class(r583,Y)	+class(r583,course)	-class(r583,department)	-class(r583,faculty)	-class(r583,person)	-class(r583,researchproject)	-class(r583,staff)	-class(r583,student)
class(r584,Y)	+class(r584,course)	-class(r584,department)	-class(r584,faculty)	-class(r584,person)	-class(r584,researchproject)	-class(r584,staff)	-class(r584,student)
class(r585,Y)	+class(r585,course)	-class(r585,department)	-class(r585,faculty)	-class(r585,person)	-class(r585,researchproject)	-class(r585,staff)	-class(r585,student)
class(r586,Y)	+class(r586,course)	-class(r586,department)	-class(r586,faculty)	-class(r586,person)	-class(r586,researchproject)	-class(r586,staff)	-class(r586,student)
class(r588,Y)	+class(r588,course)	-class(r588,department)	-class(r588,faculty)	-class(r588,person)	-class(r588,researchproject)	-class(r588,staff)	-class(r588,student)
class(r587,Y)	+class(r587,course)	-class(r587,department)	-class(r587,faculty)	-class(r587,person)	-class(r587,researchproject)	-class(r587,staff)	-class(r587,student)
class(r589,Y)	+class(r589,course)	-class(r589,department)	-class(r589,faculty)	-class(r589,person)	-class(r589,researchproject)	-class(r589,staff)	-class(r589,student)
class(r590,Y)	+class(r590,course)	-class(r590,department)	-class(r590,faculty)	-class(r590,person)	-class(r590,researchproject)	-class(r590,staff)	-class(r590,student)
class(r591,Y)	+class(r591,course)	-class(r591,department)	-class(r591,faculty)	-class(r591,person)	-class(r591,researchproject)	-class(r591,staff)	-class(r591,student)
class(r592,Y)	+class(r592,course)	-class(r592,department)	-class(r592,faculty)	-class(r592,person)	-class(r592,researchproject)	-class(r592,staff)	-class(r592,student)
class(r593,Y)	+class(r593,course)	-class(r593,department)	-class(r593,faculty)	-class(r593,person)	-class(r593,researchproject)	-class(r593,staff)	-class(r593,student)
class(r595,Y)	+class(r595,course)	-class(r595,department)	-class(r595,faculty)	-class(r595,person)	-class(r595,researchproject)	-class(r595,staff)	-class(r595,student)
class(r594,Y)	+class(r594,course)	-class(r594,department)	-class(r594,faculty)	-class(r594,person)	-class(r594,researchproject)	-class(r594,staff)	-class(r594,student)
class(r596,Y)	+class(r596,course)	-class(r596,department)	-class(r596,faculty)	-class(r596,person)	-class(r596,researchproject)	-class(r596,staff)	-class(r596,student)
class(r594,Y)	+class(r594,department)	-class(r594,course)	-class(r594,faculty)	-class(r594,person)	-class(r594,researchproject)	-class(r594,staff)	-class(r594,student)
class(r597,Y)	+class(r597,course)	-class(r597,department)	-class(r597,faculty)	-class(r597,person)	-class(r597,researchproject)	-class(r597,staff)	-class(r597,student)
class(r598,Y)	+class(r598,course)	-class(r598,department)	-class(r598,faculty)	-class(r598,person)	-class(r598,researchproject)	-class(r598,staff)	-class(r598,student)
class(r599,Y)	+class(r599,course)	-class(r599,department)	-class(r599,faculty)	-class(r599,person)	-class(r599,researchproject)	-class(r599,staff)	-class(r599,student)
class(r600,Y)	+class(r600,course)	-class(r600,department)	-class(r600,faculty)	-class(r600,person)	-class(r600,researchproject)	-class(r600,staff)	-class(r600,student)
class(r601,Y)	+class(r601,course)	-class(r601,department)	-class(r601,faculty)	-class(r601,person)	-class(r601,researchproject)	-class(r601,staff)	-class(r601,student)
class(r602,Y)	+class(r602,course)	-class(r602,department)	-class(r602,faculty)	-class(r602,person)	-class(r602,researchproject)	-class(r602,staff)	-class(r602,student)
class(r603,Y)	+class(r603,course)	-class(r603,department)	-class(r603,faculty)	-class(r603,person)	-class(r603,researchproject)	-class(r603,staff)	-class(r603,student)
class(r604,Y)	+class(r604,course)	-class(r604,department)	-class(r604,faculty)	-class(r604,person)	-class(r604,researchproject)	-class(r604,staff)	-class(r604,student)
class(r605,Y)	+class(r605,course)	-class(r605,department)	-class(r605,faculty)	-class(r605,person)	-class(r605,researchproject)	-class(r605,staff)	-class(r605,student)
class(r606,Y)	+class(r606,course)	-class(r606,department)	-class(r606,faculty)	-class(r606,person)	-class(r606,researchproject)	-class(r606,staff)	-class(r606,student)
class(r607,Y)	+class(r607,course)	-class(r607,department)	-class(r607,faculty)	-class(r607,person)	-class(r607,researchproject)	-class(r607,staff)	-class(r607,student)
class(r608,Y)	+class(r608,course)	-class(r608,department)	-class(r608,faculty)	-class(r608,person)	-class(r608,researchproject)	-class(r608,staff)	-class(r608,student)
class(r609,Y)	+class(r609,course)	-class(r609,department)	-class(r609,faculty)	-class(r609,person)	-class(r609,researchproject)	-class(r609,staff)	-class(r609,student)
class(r611,Y)	+class(r611,course)	-class(r611,department)	-class(r611,faculty)	-class(r611,person)	-class(r611,researchproject)	-class(r611,staff)	-class(r611,student)
