class(r1,Y)	+class(r1,department)	-class(r1,course)	-class(r1,faculty)	-class(r1,person)	-class(r1,researchproject)	-class(r1,staff)	-class(r1,student)
class(r185,Y)	+class(r185,person)	+class(r185,student)	-class(r185,course)	-class(r185,department)	-class(r185,faculty)	-class(r185,researchproject)	-class(r185,staff)
class(r186,Y)	+class(r186,faculty)	+class(r186,person)	-class(r186,course)	-class(r186,department)	-class(r186,researchproject)	-class(r186,staff)	-class(r186,student)
class(r187,Y)	+class(r187,person)	+class(r187,student)	-class(r187,course)	-class(r187,department)	-class(r187,faculty)	-class(r187,researchproject)	-class(r187,staff)
class(r188,Y)	+class(r188,person)	+class(r188,student)	-class(r188,course)	-class(r188,department)	-class(r188,faculty)	-class(r188,researchproject)	-class(r188,staff)
class(r189,Y)	+class(r189,person)	+class(r189,student)	-class(r189,course)	-class(r189,department)	-class(r189,faculty)	-class(r189,researchproject)	-class(r189,staff)
class(r190,Y)	+class(r190,person)	+class(r190,staff)	-class(r190,course)	-class(r190,department)	-class(r190,faculty)	-class(r190,researchproject)	-class(r190,student)
class(r191,Y)	+class(r191,course)	-class(r191,department)	-class(r191,faculty)	-class(r191,person)	-class(r191,researchproject)	-class(r191,staff)	-class(r191,student)
class(r192,Y)	+class(r192,faculty)	+class(r192,person)	-class(r192,course)	-class(r192,department)	-class(r192,researchproject)	-class(r192,staff)	-class(r192,student)
class(r193,Y)	+class(r193,person)	+class(r193,student)	-class(r193,course)	-class(r193,department)	-class(r193,faculty)	-class(r193,researchproject)	-class(r193,staff)
class(r194,Y)	+class(r194,person)	+class(r194,student)	-class(r194,course)	-class(r194,department)	-class(r194,faculty)	-class(r194,researchproject)	-class(r194,staff)
class(r195,Y)	+class(r195,person)	+class(r195,student)	-class(r195,course)	-class(r195,department)	-class(r195,faculty)	-class(r195,researchproject)	-class(r195,staff)
class(r196,Y)	+class(r196,person)	+class(r196,student)	-class(r196,course)	-class(r196,department)	-class(r196,faculty)	-class(r196,researchproject)	-class(r196,staff)
class(r197,Y)	+class(r197,person)	+class(r197,student)	-class(r197,course)	-class(r197,department)	-class(r197,faculty)	-class(r197,researchproject)	-class(r197,staff)
class(r198,Y)	+class(r198,person)	+class(r198,student)	-class(r198,course)	-class(r198,department)	-class(r198,faculty)	-class(r198,researchproject)	-class(r198,staff)
class(r199,Y)	+class(r199,person)	+class(r199,staff)	-class(r199,course)	-class(r199,department)	-class(r199,faculty)	-class(r199,researchproject)	-class(r199,student)
class(r200,Y)	+class(r200,researchproject)	-class(r200,course)	-class(r200,department)	-class(r200,faculty)	-class(r200,person)	-class(r200,staff)	-class(r200,student)
class(r201,Y)	+class(r201,course)	-class(r201,department)	-class(r201,faculty)	-class(r201,person)	-class(r201,researchproject)	-class(r201,staff)	-class(r201,student)
class(r202,Y)	+class(r202,person)	+class(r202,student)	-class(r202,course)	-class(r202,department)	-class(r202,faculty)	-class(r202,researchproject)	-class(r202,staff)
class(r203,Y)	+class(r203,person)	+class(r203,student)	-class(r203,course)	-class(r203,department)	-class(r203,faculty)	-class(r203,researchproject)	-class(r203,staff)
class(r204,Y)	+class(r204,person)	+class(r204,student)	-class(r204,course)	-class(r204,department)	-class(r204,faculty)	-class(r204,researchproject)	-class(r204,staff)
class(r205,Y)	+class(r205,department)	-class(r205,course)	-class(r205,faculty)	-class(r205,person)	-class(r205,researchproject)	-class(r205,staff)	-class(r205,student)
class(r206,Y)	+class(r206,person)	+class(r206,student)	-class(r206,course)	-class(r206,department)	-class(r206,faculty)	-class(r206,researchproject)	-class(r206,staff)
class(r207,Y)	+class(r207,person)	+class(r207,student)	-class(r207,course)	-class(r207,department)	-class(r207,faculty)	-class(r207,researchproject)	-class(r207,staff)
class(r208,Y)	+class(r208,course)	-class(r208,department)	-class(r208,faculty)	-class(r208,person)	-class(r208,researchproject)	-class(r208,staff)	-class(r208,student)
class(r209,Y)	+class(r209,person)	+class(r209,student)	-class(r209,course)	-class(r209,department)	-class(r209,faculty)	-class(r209,researchproject)	-class(r209,staff)
class(r210,Y)	+class(r210,faculty)	+class(r210,person)	-class(r210,course)	-class(r210,department)	-class(r210,researchproject)	-class(r210,staff)	-class(r210,student)
class(r211,Y)	+class(r211,researchproject)	-class(r211,course)	-class(r211,department)	-class(r211,faculty)	-class(r211,person)	-class(r211,staff)	-class(r211,student)
class(r212,Y)	+class(r212,person)	+class(r212,student)	-class(r212,course)	-class(r212,department)	-class(r212,faculty)	-class(r212,researchproject)	-class(r212,staff)
class(r213,Y)	+class(r213,researchproject)	-class(r213,course)	-class(r213,department)	-class(r213,faculty)	-class(r213,person)	-class(r213,staff)	-class(r213,student)
class(r214,Y)	+class(r214,person)	+class(r214,student)	-class(r214,course)	-class(r214,department)	-class(r214,faculty)	-class(r214,researchproject)	-class(r214,staff)
class(r215,Y)	+class(r215,faculty)	+class(r215,person)	-class(r215,course)	-class(r215,department)	-class(r215,researchproject)	-class(r215,staff)	-class(r215,student)
class(r216,Y)	+class(r216,person)	+class(r216,staff)	-class(r216,course)	-class(r216,department)	-class(r216,faculty)	-class(r216,researchproject)	-class(r216,student)
class(r217,Y)	+class(r217,person)	+class(r217,student)	-class(r217,course)	-class(r217,department)	-class(r217,faculty)	-class(r217,researchproject)	-class(r217,staff)
class(r218,Y)	+class(r218,faculty)	+class(r218,person)	-class(r218,course)	-class(r218,department)	-class(r218,researchproject)	-class(r218,staff)	-class(r218,student)
class(r219,Y)	+class(r219,person)	+class(r219,staff)	-class(r219,course)	-class(r219,department)	-class(r219,faculty)	-class(r219,researchproject)	-class(r219,student)
class(r220,Y)	+class(r220,person)	+class(r220,staff)	-class(r220,course)	-class(r220,department)	-class(r220,faculty)	-class(r220,researchproject)	-class(r220,student)
class(r221,Y)	+class(r221,person)	+class(r221,staff)	-class(r221,course)	-class(r221,department)	-class(r221,faculty)	-class(r221,researchproject)	-class(r221,student)
class(r222,Y)	+class(r222,person)	+class(r222,student)	-class(r222,course)	-class(r222,department)	-class(r222,faculty)	-class(r222,researchproject)	-class(r222,staff)
class(r223,Y)	+class(r223,faculty)	+class(r223,person)	-class(r223,course)	-class(r223,department)	-class(r223,researchproject)	-class(r223,staff)	-class(r223,student)
class(r224,Y)	+class(r224,faculty)	+class(r224,person)	-class(r224,course)	-class(r224,department)	-class(r224,researchproject)	-class(r224,staff)	-class(r224,student)
class(r225,Y)	+class(r225,person)	+class(r225,student)	-class(r225,course)	-class(r225,department)	-class(r225,faculty)	-class(r225,researchproject)	-class(r225,staff)
class(r226,Y)	+class(r226,person)	+class(r226,student)	-class(r226,course)	-class(r226,department)	-class(r226,faculty)	-class(r226,researchproject)	-class(r226,staff)
class(r227,Y)	+class(r227,person)	+class(r227,student)	-class(r227,course)	-class(r227,department)	-class(r227,faculty)	-class(r227,researchproject)	-class(r227,staff)
class(r228,Y)	+class(r228,person)	+class(r228,student)	-class(r228,course)	-class(r228,department)	-class(r228,faculty)	-class(r228,researchproject)	-class(r228,staff)
class(r229,Y)	+class(r229,person)	+class(r229,student)	-class(r229,course)	-class(r229,department)	-class(r229,faculty)	-class(r229,researchproject)	-class(r229,staff)
class(r230,Y)	+class(r230,faculty)	+class(r230,person)	-class(r230,course)	-class(r230,department)	-class(r230,researchproject)	-class(r230,staff)	-class(r230,student)
class(r231,Y)	+class(r231,person)	+class(r231,student)	-class(r231,course)	-class(r231,department)	-class(r231,faculty)	-class(r231,researchproject)	-class(r231,staff)
class(r232,Y)	+class(r232,person)	+class(r232,student)	-class(r232,course)	-class(r232,department)	-class(r232,faculty)	-class(r232,researchproject)	-class(r232,staff)
class(r233,Y)	+class(r233,person)	+class(r233,student)	-class(r233,course)	-class(r233,department)	-class(r233,faculty)	-class(r233,researchproject)	-class(r233,staff)
class(r234,Y)	+class(r234,person)	+class(r234,student)	-class(r234,course)	-class(r234,department)	-class(r234,faculty)	-class(r234,researchproject)	-class(r234,staff)
class(r235,Y)	+class(r235,person)	+class(r235,student)	-class(r235,course)	-class(r235,department)	-class(r235,faculty)	-class(r235,researchproject)	-class(r235,staff)
class(r236,Y)	+class(r236,person)	+class(r236,student)	-class(r236,course)	-class(r236,department)	-class(r236,faculty)	-class(r236,researchproject)	-class(r236,staff)
class(r237,Y)	+class(r237,department)	-class(r237,course)	-class(r237,faculty)	-class(r237,person)	-class(r237,researchproject)	-class(r237,staff)	-class(r237,student)
class(r238,Y)	+class(r238,person)	+class(r238,student)	-class(r238,course)	-class(r238,department)	-class(r238,faculty)	-class(r238,researchproject)	-class(r238,staff)
class(r239,Y)	+class(r239,person)	+class(r239,student)	-class(r239,course)	-class(r239,department)	-class(r239,faculty)	-class(r239,researchproject)	-class(r239,staff)
class(r240,Y)	+class(r240,person)	+class(r240,student)	-class(r240,course)	-class(r240,department)	-class(r240,faculty)	-class(r240,researchproject)	-class(r240,staff)
class(r241,Y)	+class(r241,person)	+class(r241,student)	-class(r241,course)	-class(r241,department)	-class(r241,faculty)	-class(r241,researchproject)	-class(r241,staff)
class(r242,Y)	+class(r242,person)	+class(r242,student)	-class(r242,course)	-class(r242,department)	-class(r242,faculty)	-class(r242,researchproject)	-class(r242,staff)
class(r243,Y)	+class(r243,person)	+class(r243,student)	-class(r243,course)	-class(r243,department)	-class(r243,faculty)	-class(r243,researchproject)	-class(r243,staff)
class(r244,Y)	+class(r244,department)	+class(r244,person)	+class(r244,student)	-class(r244,course)	-class(r244,faculty)	-class(r244,researchproject)	-class(r244,staff)
class(r245,Y)	+class(r245,person)	+class(r245,student)	-class(r245,course)	-class(r245,department)	-class(r245,faculty)	-class(r245,researchproject)	-class(r245,staff)
class(r246,Y)	+class(r246,department)	-class(r246,course)	-class(r246,faculty)	-class(r246,person)	-class(r246,researchproject)	-class(r246,staff)	-class(r246,student)
class(r247,Y)	+class(r247,course)	-class(r247,department)	-class(r247,faculty)	-class(r247,person)	-class(r247,researchproject)	-class(r247,staff)	-class(r247,student)
class(r248,Y)	+class(r248,researchproject)	-class(r248,course)	-class(r248,department)	-class(r248,faculty)	-class(r248,person)	-class(r248,staff)	-class(r248,student)
class(r249,Y)	+class(r249,faculty)	+class(r249,person)	-class(r249,course)	-class(r249,department)	-class(r249,researchproject)	-class(r249,staff)	-class(r249,student)
class(r250,Y)	+class(r250,person)	+class(r250,student)	-class(r250,course)	-class(r250,department)	-class(r250,faculty)	-class(r250,researchproject)	-class(r250,staff)
class(r251,Y)	+class(r251,faculty)	+class(r251,person)	-class(r251,course)	-class(r251,department)	-class(r251,researchproject)	-class(r251,staff)	-class(r251,student)
class(r252,Y)	+class(r252,faculty)	+class(r252,person)	-class(r252,course)	-class(r252,department)	-class(r252,researchproject)	-class(r252,staff)	-class(r252,student)
class(r253,Y)	+class(r253,person)	+class(r253,student)	-class(r253,course)	-class(r253,department)	-class(r253,faculty)	-class(r253,researchproject)	-class(r253,staff)
class(r254,Y)	+class(r254,researchproject)	-class(r254,course)	-class(r254,department)	-class(r254,faculty)	-class(r254,person)	-class(r254,staff)	-class(r254,student)
class(r255,Y)	+class(r255,faculty)	+class(r255,person)	-class(r255,course)	-class(r255,department)	-class(r255,researchproject)	-class(r255,staff)	-class(r255,student)
class(r256,Y)	+class(r256,person)	+class(r256,student)	-class(r256,course)	-class(r256,department)	-class(r256,faculty)	-class(r256,researchproject)	-class(r256,staff)
class(r257,Y)	+class(r257,person)	+class(r257,student)	-class(r257,course)	-class(r257,department)	-class(r257,faculty)	-class(r257,researchproject)	-class(r257,staff)
class(r258,Y)	+class(r258,person)	+class(r258,student)	-class(r258,course)	-class(r258,department)	-class(r258,faculty)	-class(r258,researchproject)	-class(r258,staff)
class(r259,Y)	+class(r259,person)	+class(r259,student)	-class(r259,course)	-class(r259,department)	-class(r259,faculty)	-class(r259,researchproject)	-class(r259,staff)
class(r260,Y)	+class(r260,person)	+class(r260,student)	-class(r260,course)	-class(r260,department)	-class(r260,faculty)	-class(r260,researchproject)	-class(r260,staff)
class(r261,Y)	+class(r261,person)	+class(r261,student)	-class(r261,course)	-class(r261,department)	-class(r261,faculty)	-class(r261,researchproject)	-class(r261,staff)
class(r262,Y)	+class(r262,person)	+class(r262,student)	-class(r262,course)	-class(r262,department)	-class(r262,faculty)	-class(r262,researchproject)	-class(r262,staff)
class(r263,Y)	+class(r263,person)	+class(r263,student)	-class(r263,course)	-class(r263,department)	-class(r263,faculty)	-class(r263,researchproject)	-class(r263,staff)
class(r264,Y)	+class(r264,person)	+class(r264,student)	-class(r264,course)	-class(r264,department)	-class(r264,faculty)	-class(r264,researchproject)	-class(r264,staff)
class(r265,Y)	+class(r265,person)	+class(r265,student)	-class(r265,course)	-class(r265,department)	-class(r265,faculty)	-class(r265,researchproject)	-class(r265,staff)
class(r266,Y)	+class(r266,person)	+class(r266,student)	-class(r266,course)	-class(r266,department)	-class(r266,faculty)	-class(r266,researchproject)	-class(r266,staff)
class(r267,Y)	+class(r267,person)	+class(r267,student)	-class(r267,course)	-class(r267,department)	-class(r267,faculty)	-class(r267,researchproject)	-class(r267,staff)
class(r268,Y)	+class(r268,researchproject)	-class(r268,course)	-class(r268,department)	-class(r268,faculty)	-class(r268,person)	-class(r268,staff)	-class(r268,student)
class(r269,Y)	+class(r269,person)	+class(r269,staff)	-class(r269,course)	-class(r269,department)	-class(r269,faculty)	-class(r269,researchproject)	-class(r269,student)
class(r270,Y)	+class(r270,person)	+class(r270,student)	-class(r270,course)	-class(r270,department)	-class(r270,faculty)	-class(r270,researchproject)	-class(r270,staff)
class(r271,Y)	+class(r271,person)	+class(r271,student)	-class(r271,course)	-class(r271,department)	-class(r271,faculty)	-class(r271,researchproject)	-class(r271,staff)
class(r272,Y)	+class(r272,person)	+class(r272,student)	-class(r272,course)	-class(r272,department)	-class(r272,faculty)	-class(r272,researchproject)	-class(r272,staff)
class(r273,Y)	+class(r273,person)	+class(r273,student)	-class(r273,course)	-class(r273,department)	-class(r273,faculty)	-class(r273,researchproject)	-class(r273,staff)
class(r274,Y)	+class(r274,researchproject)	-class(r274,course)	-class(r274,department)	-class(r274,faculty)	-class(r274,person)	-class(r274,staff)	-class(r274,student)
class(r275,Y)	+class(r275,researchproject)	-class(r275,course)	-class(r275,department)	-class(r275,faculty)	-class(r275,person)	-class(r275,staff)	-class(r275,student)
class(r276,Y)	+class(r276,researchproject)	-class(r276,course)	-class(r276,department)	-class(r276,faculty)	-class(r276,person)	-class(r276,staff)	-class(r276,student)
class(r277,Y)	+class(r277,researchproject)	-class(r277,course)	-class(r277,department)	-class(r277,faculty)	-class(r277,person)	-class(r277,staff)	-class(r277,student)
class(r278,Y)	+class(r278,researchproject)	-class(r278,course)	-class(r278,department)	-class(r278,faculty)	-class(r278,person)	-class(r278,staff)	-class(r278,student)
class(r279,Y)	+class(r279,course)	-class(r279,department)	-class(r279,faculty)	-class(r279,person)	-class(r279,researchproject)	-class(r279,staff)	-class(r279,student)
class(r280,Y)	+class(r280,researchproject)	-class(r280,course)	-class(r280,department)	-class(r280,faculty)	-class(r280,person)	-class(r280,staff)	-class(r280,student)
class(r281,Y)	+class(r281,researchproject)	-class(r281,course)	-class(r281,department)	-class(r281,faculty)	-class(r281,person)	-class(r281,staff)	-class(r281,student)
class(r282,Y)	+class(r282,researchproject)	-class(r282,course)	-class(r282,department)	-class(r282,faculty)	-class(r282,person)	-class(r282,staff)	-class(r282,student)
class(r283,Y)	+class(r283,researchproject)	-class(r283,course)	-class(r283,department)	-class(r283,faculty)	-class(r283,person)	-class(r283,staff)	-class(r283,student)
class(r284,Y)	+class(r284,researchproject)	-class(r284,course)	-class(r284,department)	-class(r284,faculty)	-class(r284,person)	-class(r284,staff)	-class(r284,student)
class(r285,Y)	+class(r285,department)	-class(r285,course)	-class(r285,faculty)	-class(r285,person)	-class(r285,researchproject)	-class(r285,staff)	-class(r285,student)
class(r286,Y)	+class(r286,researchproject)	-class(r286,course)	-class(r286,department)	-class(r286,faculty)	-class(r286,person)	-class(r286,staff)	-class(r286,student)
class(r287,Y)	+class(r287,department)	-class(r287,course)	-class(r287,faculty)	-class(r287,person)	-class(r287,researchproject)	-class(r287,staff)	-class(r287,student)
class(r544,Y)	+class(r544,department)	-class(r544,course)	-class(r544,faculty)	-class(r544,person)	-class(r544,researchproject)	-class(r544,staff)	-class(r544,student)
class(r545,Y)	+class(r545,department)	-class(r545,course)	-class(r545,faculty)	-class(r545,person)	-class(r545,researchproject)	-class(r545,staff)	-class(r545,student)
class(r543,Y)	+class(r543,department)	-class(r543,course)	-class(r543,faculty)	-class(r543,person)	-class(r543,researchproject)	-class(r543,staff)	-class(r543,student)
class(r546,Y)	+class(r546,department)	-class(r546,course)	-class(r546,faculty)	-class(r546,person)	-class(r546,researchproject)	-class(r546,staff)	-class(r546,student)
class(r547,Y)	+class(r547,department)	-class(r547,course)	-class(r547,faculty)	-class(r547,person)	-class(r547,researchproject)	-class(r547,staff)	-class(r547,student)
class(r548,Y)	+class(r548,course)	-class(r548,department)	-class(r548,faculty)	-class(r548,person)	-class(r548,researchproject)	-class(r548,staff)	-class(r548,student)
class(r549,Y)	+class(r549,course)	-class(r549,department)	-class(r549,faculty)	-class(r549,person)	-class(r549,researchproject)	-class(r549,staff)	-class(r549,student)
class(r553,Y)	+class(r553,department)	-class(r553,course)	-class(r553,faculty)	-class(r553,person)	-class(r553,researchproject)	-class(r553,staff)	-class(r553,student)
class(r552,Y)	+class(r552,course)	-class(r552,department)	-class(r552,faculty)	-class(r552,person)	-class(r552,researchproject)	-class(r552,staff)	-class(r552,student)
class(r551,Y)	+class(r551,course)	-class(r551,department)	-class(r551,faculty)	-class(r551,person)	-class(r551,researchproject)	-class(r551,staff)	-class(r551,student)
class(r550,Y)	+class(r550,department)	-class(r550,course)	-class(r550,faculty)	-class(r550,person)	-class(r550,researchproject)	-class(r550,staff)	-class(r550,student)
class(r554,Y)	+class(r554,course)	-class(r554,department)	-class(r554,faculty)	-class(r554,person)	-class(r554,researchproject)	-class(r554,staff)	-class(r554,student)
class(r555,Y)	+class(r555,course)	-class(r555,department)	-class(r555,faculty)	-class(r555,person)	-class(r555,researchproject)	-class(r555,staff)	-class(r555,student)
class(r556,Y)	+class(r556,course)	-class(r556,department)	-class(r556,faculty)	-class(r556,person)	-class(r556,researchproject)	-class(r556,staff)	-class(r556,student)
class(r558,Y)	+class(r558,course)	-class(r558,department)	-class(r558,faculty)	-class(r558,person)	-class(r558,researchproject)	-class(r558,staff)	-class(r558,student)
class(r557,Y)	+class(r557,course)	-class(r557,department)	-class(r557,faculty)	-class(r557,person)	-class(r557,researchproject)	-class(r557,staff)	-class(r557,student)
class(r559,Y)	+class(r559,course)	+class(r559,department)	-class(r559,faculty)	-class(r559,person)	-class(r559,researchproject)	-class(r559,staff)	-class(r559,student)
class(r560,Y)	+class(r560,course)	-class(r560,department)	-class(r560,faculty)	-class(r560,person)	-class(r560,researchproject)	-class(r560,staff)	-class(r560,student)
class(r561,Y)	+class(r561,course)	-class(r561,department)	-class(r561,faculty)	-class(r561,person)	-class(r561,researchproject)	-class(r561,staff)	-class(r561,student)
class(r562,Y)	+class(r562,course)	-class(r562,department)	-class(r562,faculty)	-class(r562,person)	-class(r562,researchproject)	-class(r562,staff)	-class(r562,student)
class(r561,Y)	+class(r561,department)	-class(r561,course)	-class(r561,faculty)	-class(r561,person)	-class(r561,researchproject)	-class(r561,staff)	-class(r561,student)
class(r564,Y)	+class(r564,course)	+class(r564,department)	-class(r564,faculty)	-class(r564,person)	-class(r564,researchproject)	-class(r564,staff)	-class(r564,student)
class(r565,Y)	+class(r565,course)	-class(r565,department)	-class(r565,faculty)	-class(r565,person)	-class(r565,researchproject)	-class(r565,staff)	-class(r565,student)
class(r563,Y)	+class(r563,course)	-class(r563,department)	-class(r563,faculty)	-class(r563,person)	-class(r563,researchproject)	-class(r563,staff)	-class(r563,student)
class(r566,Y)	+class(r566,course)	-class(r566,department)	-class(r566,faculty)	-class(r566,person)	-class(r566,researchproject)	-class(r566,staff)	-class(r566,student)
class(r567,Y)	+class(r567,course)	-class(r567,department)	-class(r567,faculty)	-class(r567,person)	-class(r567,researchproject)	-class(r567,staff)	-class(r567,student)
class(r568,Y)	+class(r568,department)	-class(r568,course)	-class(r568,faculty)	-class(r568,person)	-class(r568,researchproject)	-class(r568,staff)	-class(r568,student)
class(r569,Y)	+class(r569,course)	-class(r569,department)	-class(r569,faculty)	-class(r569,person)	-class(r569,researchproject)	-class(r569,staff)	-class(r569,student)
class(r570,Y)	+class(r570,course)	-class(r570,department)	-class(r570,faculty)	-class(r570,person)	-class(r570,researchproject)	-class(r570,staff)	-class(r570,student)
class(r571,Y)	+class(r571,course)	-class(r571,department)	-class(r571,faculty)	-class(r571,person)	-class(r571,researchproject)	-class(r571,staff)	-class(r571,student)
class(r572,Y)	+class(r572,course)	-class(r572,department)	-class(r572,faculty)	-class(r572,person)	-class(r572,researchproject)	-class(r572,staff)	-class(r572,student)
class(r573,Y)	+class(r573,course)	-class(r573,department)	-class(r573,faculty)	-class(r573,person)	-class(r573,researchproject)	-class(r573,staff)	-class(r573,student)
class(r574,Y)	+class(r574,course)	-class(r574,department)	-class(r574,faculty)	-class(r574,person)	-class(r574,researchproject)	-class(r574,staff)	-class(r574,student)
class(r575,Y)	+class(r575,course)	-class(r575,department)	-class(r575,faculty)	-class(r575,person)	-class(r575,researchproject)	-class(r575,staff)	-class(r575,student)
class(r576,Y)	+class(r576,course)	-class(r576,department)	-class(r576,faculty)	-class(r576,person)	-class(r576,researchproject)	-class(r576,staff)	-class(r576,student)
class(r578,Y)	+class(r578,course)	-class(r578,department)	-class(r578,faculty)	-class(r578,person)	-class(r578,researchproject)	-class(r578,staff)	-class(r578,student)
class(r577,Y)	+class(r577,course)	-class(r577,department)	-class(r577,faculty)	-class(r577,person)	-class(r577,researchproject)	-class(r577,staff)	-class(r577,student)
class(r579,Y)	+class(r579,course)	-class(r579,department)	-class(r579,faculty)	-class(r579,person)	-class(r579,researchproject)	-class(r579,staff)	-class(r579,student)
class(r580,Y)	+class(r580,course)	-class(r580,department)	-class(r580,faculty)	-class(r580,person)	-class(r580,researchproject)	-class(r580,staff)	-class(r580,student)
class(r581,Y)	+class(r581,course)	-class(r581,department)	-class(r581,faculty)	-class(r581,person)	-class(r581,researchproject)	-class(r581,staff)	-class(r581,student)
class(r582,Y)	+class(r582,course)	-class(r582,department)	-class(r582,faculty)	-class(r582,person)	-class(r582,researchproject)	-class(r582,staff)	-class(r582,student)
class(r583,Y)	+class(r583,course)	-class(r583,department)	-class(r583,faculty)	-class(r583,person)	-class(r583,researchproject)	-class(r583,staff)	-class(r583,student)
class(r584,Y)	+class(r584,course)	-class(r584,department)	-class(r584,faculty)	-class(r584,person)	-class(r584,researchproject)	-class(r584,staff)	-class(r584,student)
class(r585,Y)	+class(r585,course)	-class(r585,department)	-class(r585,faculty)	-class(r585,person)	-class(r585,researchproject)	-class(r585,staff)	-class(r585,student)
class(r586,Y)	+class(r586,course)	-class(r586,department)	-class(r586,faculty)	-class(r586,person)	-class(r586,researchproject)	-class(r586,staff)	-class(r586,student)
class(r588,Y)	+class(r588,course)	-class(r588,department)	-class(r588,faculty)	-class(r588,person)	-class(r588,researchproject)	-class(r588,staff)	-class(r588,student)
class(r587,Y)	+class(r587,course)	-class(r587,department)	-class(r587,faculty)	-class(r587,person)	-class(r587,researchproject)	-class(r587,staff)	-class(r587,student)
class(r589,Y)	+class(r589,course)	-class(r589,department)	-class(r589,faculty)	-class(r589,person)	-class(r589,researchproject)	-class(r589,staff)	-class(r589,student)
class(r590,Y)	+class(r590,course)	-class(r590,department)	-class(r590,faculty)	-class(r590,person)	-class(r590,researchproject)	-class(r590,staff)	-class(r590,student)
class(r591,Y)	+class(r591,course)	-class(r591,department)	-class(r591,faculty)	-class(r591,person)	-class(r591,researchproject)	-class(r591,staff)	-class(r591,student)
class(r592,Y)	+class(r592,course)	-class(r592,department)	-class(r592,faculty)	-class(r592,person)	-class(r592,researchproject)	-class(r592,staff)	-class(r592,student)
class(r593,Y)	+class(r593,course)	-class(r593,department)	-class(r593,faculty)	-class(r593,person)	-class(r593,researchproject)	-class(r593,staff)	-class(r593,student)
class(r595,Y)	+class(r595,course)	-class(r595,department)	-class(r595,faculty)	-class(r595,person)	-class(r595,researchproject)	-class(r595,staff)	-class(r595,student)
class(r594,Y)	+class(r594,course)	-class(r594,department)	-class(r594,faculty)	-class(r594,person)	-class(r594,researchproject)	-class(r594,staff)	-class(r594,student)
class(r596,Y)	+class(r596,course)	-class(r596,department)	-class(r596,faculty)	-class(r596,person)	-class(r596,researchproject)	-class(r596,staff)	-class(r596,student)
class(r594,Y)	+class(r594,department)	-class(r594,course)	-class(r594,faculty)	-class(r594,person)	-class(r594,researchproject)	-class(r594,staff)	-class(r594,student)
class(r597,Y)	+class(r597,course)	-class(r597,department)	-class(r597,faculty)	-class(r597,person)	-class(r597,researchproject)	-class(r597,staff)	-class(r597,student)
class(r598,Y)	+class(r598,course)	-class(r598,department)	-class(r598,faculty)	-class(r598,person)	-class(r598,researchproject)	-class(r598,staff)	-class(r598,student)
class(r599,Y)	+class(r599,course)	-class(r599,department)	-class(r599,faculty)	-class(r599,person)	-class(r599,researchproject)	-class(r599,staff)	-class(r599,student)
class(r600,Y)	+class(r600,course)	-class(r600,department)	-class(r600,faculty)	-class(r600,person)	-class(r600,researchproject)	-class(r600,staff)	-class(r600,student)
class(r601,Y)	+class(r601,course)	-class(r601,department)	-class(r601,faculty)	-class(r601,person)	-class(r601,researchproject)	-class(r601,staff)	-class(r601,student)
class(r602,Y)	+class(r602,course)	-class(r602,department)	-class(r602,faculty)	-class(r602,person)	-class(r602,researchproject)	-class(r602,staff)	-class(r602,student)
class(r603,Y)	+class(r603,course)	-class(r603,department)	-class(r603,faculty)	-class(r603,person)	-class(r603,researchproject)	-class(r603,staff)	-class(r603,student)
class(r604,Y)	+class(r604,course)	-class(r604,department)	-class(r604,faculty)	-class(r604,person)	-class(r604,researchproject)	-class(r604,staff)	-class(r604,student)
class(r605,Y)	+class(r605,course)	-class(r605,department)	-class(r605,faculty)	-class(r605,person)	-class(r605,researchproject)	-class(r605,staff)	-class(r605,student)
class(r606,Y)	+class(r606,course)	-class(r606,department)	-class(r606,faculty)	-class(r606,person)	-class(r606,researchproject)	-class(r606,staff)	-class(r606,student)
class(r607,Y)	+class(r607,course)	-class(r607,department)	-class(r607,faculty)	-class(r607,person)	-class(r607,researchproject)	-class(r607,staff)	-class(r607,student)
class(r608,Y)	+class(r608,course)	-class(r608,department)	-class(r608,faculty)	-class(r608,person)	-class(r608,researchproject)	-class(r608,staff)	-class(r608,student)
class(r609,Y)	+class(r609,course)	-class(r609,department)	-class(r609,faculty)	-class(r609,person)	-class(r609,researchproject)	-class(r609,staff)	-class(r609,student)
class(r611,Y)	+class(r611,course)	-class(r611,department)	-class(r611,faculty)	-class(r611,person)	-class(r611,researchproject)	-class(r611,staff)	-class(r611,student)
class(r612,Y)	+class(r612,course)	-class(r612,department)	-class(r612,faculty)	-class(r612,person)	-class(r612,researchproject)	-class(r612,staff)	-class(r612,student)
class(r610,Y)	+class(r610,course)	+class(r610,department)	-class(r610,faculty)	-class(r610,person)	-class(r610,researchproject)	-class(r610,staff)	-class(r610,student)
class(r613,Y)	+class(r613,course)	-class(r613,department)	-class(r613,faculty)	-class(r613,person)	-class(r613,researchproject)	-class(r613,staff)	-class(r613,student)
class(r614,Y)	+class(r614,course)	+class(r614,department)	-class(r614,faculty)	-class(r614,person)	-class(r614,researchproject)	-class(r614,staff)	-class(r614,student)
class(r615,Y)	+class(r615,course)	-class(r615,department)	-class(r615,faculty)	-class(r615,person)	-class(r615,researchproject)	-class(r615,staff)	-class(r615,student)
