# proved 1	predict(test00581,X1)  #v:[?].	269 msec
1	0.6668877696700026	predict(test00529,earn).
2	0.20842976075260833	predict(test00529,trade).
3	0.06403985169893293	predict(test00529,money-fx).
4	0.05727191429602728	predict(test00529,grain).
5	0.0033707035824289515	predict(test00529,acq).
# proved 518	predict(test00131,X1)  #v:[?].	3 msec
1	0.5933803380818486	predict(test00131,earn).
2	0.15734880929723769	predict(test00131,trade).
3	0.14271978367898533	predict(test00131,acq).
4	0.07459800569301094	predict(test00131,crude).
5	0.03195306324891737	predict(test00131,money-fx).
# proved 519	predict(test01240,X1)  #v:[?].	6 msec
1	0.1510201620369115	predict(test01240,ship).
2	0.14724854761166903	predict(test01240,acq).
3	0.13441571702844668	predict(test01240,crude).
4	0.12085577537351687	predict(test01240,earn).
5	0.11816096179336587	predict(test01240,trade).
6	0.11354818818157329	predict(test01240,interest).
7	0.10948107667104122	predict(test01240,money-fx).
8	0.10526957130347549	predict(test01240,grain).
# proved 520	predict(test02158,X1)  #v:[?].	5 msec
1	0.1626403188312159	predict(test02158,ship).
2	0.16086613017741405	predict(test02158,acq).
3	0.13665823514997014	predict(test02158,earn).
4	0.11742766760765767	predict(test02158,trade).
5	0.11487662020925961	predict(test02158,money-fx).
6	0.10456727194700874	predict(test02158,crude).
7	0.10160366482872883	predict(test02158,grain).
8	0.1013600912487451	predict(test02158,interest).
# proved 521	predict(test02083,X1)  #v:[?].	2 msec
1	0.7114971454176102	predict(test02083,acq).
2	0.2885028545823897	predict(test02083,interest).
# proved 522	predict(test00862,X1)  #v:[?].	7 msec
1	0.2823968990261588	predict(test00862,acq).
2	0.27916759337591696	predict(test00862,ship).
3	0.25496771218897135	predict(test00862,earn).
4	0.11267249935929578	predict(test00862,money-fx).
5	0.0436691804765924	predict(test00862,crude).
6	0.027126115573064657	predict(test00862,trade).
# proved 523	predict(test00042,X1)  #v:[?].	3 msec
1	0.7708941792822132	predict(test00042,earn).
2	0.22910582071778682	predict(test00042,acq).
# proved 524	predict(test01371,X1)  #v:[?].	4 msec
1	0.1965229410158269	predict(test01371,acq).
2	0.16165070829272116	predict(test01371,earn).
3	0.12821510929671184	predict(test01371,ship).
4	0.1265321650054058	predict(test01371,interest).
5	0.12137723756071064	predict(test01371,money-fx).
6	0.11474763227485316	predict(test01371,crude).
7	0.0790224044072519	predict(test01371,grain).
8	0.07193180214651859	predict(test01371,trade).
# proved 525	predict(test00400,X1)  #v:[?].	5 msec
1	0.18888340023949207	predict(test00400,earn).
2	0.1809188043654986	predict(test00400,ship).
3	0.14838456582427156	predict(test00400,trade).
4	0.13422693910309286	predict(test00400,grain).
5	0.13069038910360034	predict(test00400,interest).
6	0.12345292691355694	predict(test00400,money-fx).
7	0.09344297445048767	predict(test00400,crude).
# proved 526	predict(test01807,X1)  #v:[?].	3 msec
1	0.7182237261104275	predict(test01807,earn).
2	0.2068009639057078	predict(test01807,trade).
3	0.06123099008200003	predict(test01807,money-fx).
4	0.01374431990186456	predict(test01807,grain).
# proved 527	predict(test00860,X1)  #v:[?].	9 msec
1	0.1551793013755853	predict(test00860,acq).
2	0.15405328799928092	predict(test00860,ship).
3	0.11999357606273452	predict(test00860,interest).
4	0.11880132264991355	predict(test00860,earn).
5	0.11665442945997802	predict(test00860,money-fx).
6	0.11471378703595189	predict(test00860,grain).
7	0.1132606736990447	predict(test00860,trade).
8	0.10734362171751104	predict(test00860,crude).
# proved 528	predict(test00531,X1)  #v:[?].	4 msec
1	0.3441047243094309	predict(test00531,earn).
2	0.2751670175841209	predict(test00531,ship).
3	0.1853730906430419	predict(test00531,acq).
4	0.11646337792729525	predict(test00531,trade).
5	0.05149008883367636	predict(test00531,crude).
6	0.027401700702434674	predict(test00531,money-fx).
# proved 529	predict(test00311,X1)  #v:[?].	4 msec
1	0.4318869041986917	predict(test00311,ship).
2	0.415886845830912	predict(test00311,earn).
3	0.14944296765392176	predict(test00311,trade).
4	0.002783282316474518	predict(test00311,grain).
# proved 530	predict(test01110,X1)  #v:[?].	14 msec
1	0.1418930698293968	predict(test01110,ship).
2	0.13317064529303055	predict(test01110,money-fx).
3	0.13087124287925375	predict(test01110,trade).
4	0.12824005117031628	predict(test01110,grain).
5	0.12541145831860878	predict(test01110,interest).
6	0.12223570312004843	predict(test01110,crude).
7	0.11501724846169961	predict(test01110,acq).
8	0.10316058092764582	predict(test01110,earn).
# proved 531	predict(test01081,X1)  #v:[?].	3 msec
1	0.16403519828571692	predict(test01081,ship).
2	0.1577354924901897	predict(test01081,acq).
3	0.126454678312457	predict(test01081,earn).
4	0.11342944783424631	predict(test01081,money-fx).
5	0.11245311192408843	predict(test01081,trade).
6	0.11201895497457354	predict(test01081,interest).
7	0.11077770199484425	predict(test01081,crude).
8	0.10309541418388389	predict(test01081,grain).
# proved 532	predict(test01836,X1)  #v:[?].	3 msec
1	0.3246281751012699	predict(test01836,earn).
2	0.1784292206225737	predict(test01836,interest).
3	0.15473221176990676	predict(test01836,crude).
4	0.13068364779379552	predict(test01836,trade).
5	0.12871236291332527	predict(test01836,money-fx).
6	0.04730939667578833	predict(test01836,acq).
7	0.03550498512334057	predict(test01836,grain).
# proved 533	predict(test00188,X1)  #v:[?].	4 msec
1	0.19572735686881962	predict(test00188,acq).
2	0.18073194353182576	predict(test00188,ship).
3	0.1625931042897563	predict(test00188,earn).
4	0.1300374251115727	predict(test00188,crude).
5	0.11686840103834881	predict(test00188,trade).
6	0.11665579184500756	predict(test00188,money-fx).
7	0.06373742032764786	predict(test00188,grain).
8	0.03364855698702138	predict(test00188,interest).
# proved 534	predict(test01832,X1)  #v:[?].	4 msec
1	0.17246798618867937	predict(test01832,earn).
2	0.1439252849229496	predict(test01832,acq).
3	0.13204110502077004	predict(test01832,ship).
4	0.12613242353278378	predict(test01832,trade).
5	0.12130946961845171	predict(test01832,money-fx).
6	0.11245596406852255	predict(test01832,crude).
7	0.11082338065290694	predict(test01832,interest).
8	0.08084438599493596	predict(test01832,grain).
# proved 535	predict(test01046,X1)  #v:[?].	11 msec
1	0.1375656352237023	predict(test01046,ship).
2	0.13542117367818657	predict(test01046,acq).
3	0.12506920830304488	predict(test01046,money-fx).
4	0.1235760160286969	predict(test01046,crude).
5	0.12185926700215345	predict(test01046,trade).
6	0.1207217900343087	predict(test01046,earn).
7	0.11793349697450077	predict(test01046,grain).
8	0.11785341275540635	predict(test01046,interest).
# proved 536	predict(test01834,X1)  #v:[?].	3 msec
1	0.4993775682482018	predict(test01834,earn).
2	0.3311454809653934	predict(test01834,acq).
3	0.11883972986854642	predict(test01834,money-fx).
4	0.05063722091785839	predict(test01834,trade).
# proved 537	predict(test01917,X1)  #v:[?].	9 msec
1	0.19479010047857595	predict(test01917,ship).
2	0.17495086049061273	predict(test01917,trade).
3	0.14534105561871496	predict(test01917,acq).
4	0.1439996737810045	predict(test01917,grain).
5	0.12882008494143268	predict(test01917,money-fx).
6	0.11526662094912281	predict(test01917,earn).
7	0.09683160374053634	predict(test01917,crude).
# proved 538	predict(test00461,X1)  #v:[?].	4 msec
1	0.3347766837281464	predict(test00461,ship).
2	0.2853164675284835	predict(test00461,trade).
3	0.2736921765220105	predict(test00461,earn).
4	0.1062146722213596	predict(test00461,crude).
# proved 539	predict(test01346,X1)  #v:[?].	5 msec
1	0.1569514560494913	predict(test01346,acq).
2	0.1567738629879633	predict(test01346,ship).
3	0.1378255872232869	predict(test01346,earn).
4	0.12508167467058795	predict(test01346,crude).
5	0.11471628141255975	predict(test01346,trade).
6	0.1067389554206659	predict(test01346,money-fx).
7	0.10387302637698785	predict(test01346,grain).
8	0.09803915585845706	predict(test01346,interest).
# proved 540	predict(test01587,X1)  #v:[?].	2 msec
1	1.0	predict(test01587,earn).
# proved 541	predict(test01827,X1)  #v:[?].	4 msec
1	0.1980411441880106	predict(test01827,acq).
2	0.17490044599626348	predict(test01827,ship).
3	0.15825506257793637	predict(test01827,earn).
4	0.12597134201292126	predict(test01827,money-fx).
5	0.12171471705150994	predict(test01827,trade).
6	0.0904917195165481	predict(test01827,crude).
7	0.0904504554800864	predict(test01827,grain).
8	0.04017511317672377	predict(test01827,interest).
# proved 542	predict(test01769,X1)  #v:[?].	3 msec
1	0.788211268134853	predict(test01769,earn).
2	0.2117887318651471	predict(test01769,money-fx).
# proved 543	predict(test00024,X1)  #v:[?].	5 msec
1	0.20332101940790318	predict(test00024,earn).
2	0.18817085972244696	predict(test00024,ship).
3	0.1544651721225892	predict(test00024,acq).
4	0.12884597392074335	predict(test00024,grain).
5	0.12880361635301252	predict(test00024,crude).
6	0.08565308054609384	predict(test00024,trade).
7	0.07864905097394902	predict(test00024,money-fx).
8	0.03209122695326189	predict(test00024,interest).
# proved 544	predict(test01370,X1)  #v:[?].	2 msec
1	0.6682058461233961	predict(test01370,earn).
2	0.2667648019794858	predict(test01370,trade).
3	0.06502935189711806	predict(test01370,grain).
# proved 545	predict(test00028,X1)  #v:[?].	7 msec
1	0.36836843335468633	predict(test00028,ship).
2	0.3586333269127244	predict(test00028,acq).
3	0.26001301832101525	predict(test00028,earn).
4	0.012985221411573997	predict(test00028,crude).
# proved 546	predict(test02181,X1)  #v:[?].	5 msec
1	0.3306119711059933	predict(test02181,acq).
2	0.31869405500206455	predict(test02181,ship).
3	0.21025467460437022	predict(test02181,trade).
4	0.14043929928757198	predict(test02181,earn).
# proved 547	predict(test02132,X1)  #v:[?].	7 msec
1	0.26847865626368395	predict(test02132,acq).
2	0.2254805956919936	predict(test02132,ship).
3	0.19123229292840077	predict(test02132,earn).
4	0.15799593880242835	predict(test02132,money-fx).
5	0.0917980145870411	predict(test02132,grain).
6	0.06501450172645229	predict(test02132,interest).
# proved 548	predict(test01761,X1)  #v:[?].	4 msec
1	1.0	predict(test01761,earn).
# proved 549	predict(test01924,X1)  #v:[?].	3 msec
1	0.4644995307981266	predict(test01924,earn).
2	0.18623895146931713	predict(test01924,trade).
3	0.13085569017065493	predict(test01924,acq).
4	0.11637863360179863	predict(test01924,money-fx).
5	0.0848187999791559	predict(test01924,interest).
6	0.017208393980946677	predict(test01924,crude).
# proved 550	predict(test00025,X1)  #v:[?].	5 msec
1	0.1745895701016379	predict(test00025,acq).
2	0.17453284909463818	predict(test00025,ship).
3	0.15155518612463464	predict(test00025,earn).
4	0.129205847095118	predict(test00025,crude).
5	0.10726972407355913	predict(test00025,trade).
6	0.0921845514895487	predict(test00025,money-fx).
7	0.0921591849971691	predict(test00025,grain).
8	0.07850308702369439	predict(test00025,interest).
# proved 551	predict(test00922,X1)  #v:[?].	5 msec
1	0.13630852284804507	predict(test00922,acq).
2	0.1336497280126699	predict(test00922,ship).
3	0.12756998298376435	predict(test00922,earn).
4	0.12436783077938972	predict(test00922,money-fx).
5	0.12073297598249326	predict(test00922,interest).
6	0.12013767777290695	predict(test00922,trade).
7	0.11889550532138748	predict(test00922,crude).
8	0.11833777629934335	predict(test00922,grain).
# proved 552	predict(test00268,X1)  #v:[?].	4 msec
1	0.3949403499660763	predict(test00268,earn).
2	0.3468638919408475	predict(test00268,ship).
3	0.2581957580930762	predict(test00268,acq).
# proved 553	predict(test01579,X1)  #v:[?].	6 msec
1	0.23118720730939782	predict(test01579,earn).
2	0.21862684057303225	predict(test01579,ship).
3	0.15601052765835713	predict(test01579,acq).
4	0.14144837047005604	predict(test01579,money-fx).
5	0.12723661006842454	predict(test01579,interest).
6	0.12549044392073225	predict(test01579,trade).
# proved 554	predict(test00592,X1)  #v:[?].	4 msec
1	0.23813646266025823	predict(test00592,earn).
2	0.21661286323591583	predict(test00592,acq).
3	0.17658209899020194	predict(test00592,ship).
4	0.12206256839924844	predict(test00592,interest).
5	0.08215364831099559	predict(test00592,money-fx).
6	0.0731224470950707	predict(test00592,trade).
7	0.05098839936740315	predict(test00592,grain).
8	0.04034151194090596	predict(test00592,crude).
# proved 555	predict(test00385,X1)  #v:[?].	4 msec
1	0.5098573065246745	predict(test00385,earn).
2	0.4901426934753254	predict(test00385,ship).
# proved 556	predict(test00992,X1)  #v:[?].	13 msec
1	0.14378359358764245	predict(test00992,ship).
2	0.13476559793406942	predict(test00992,money-fx).
3	0.13299369683300452	predict(test00992,acq).
4	0.1264791553794641	predict(test00992,interest).
5	0.12460916358872606	predict(test00992,trade).
6	0.12018137491381825	predict(test00992,crude).
7	0.11818499967615773	predict(test00992,grain).
8	0.09900241808711735	predict(test00992,earn).
# proved 557	predict(test00559,X1)  #v:[?].	13 msec
1	0.26885310114153954	predict(test00559,ship).
2	0.263112273836252	predict(test00559,earn).
3	0.21009585836990038	predict(test00559,interest).
4	0.1395016054169371	predict(test00559,money-fx).
5	0.11843716123537093	predict(test00559,trade).
# proved 558	predict(test01442,X1)  #v:[?].	7 msec
1	0.3879999019884093	predict(test01442,ship).
2	0.3860150462699645	predict(test01442,acq).
3	0.21661544387671897	predict(test01442,interest).
4	0.009369607864907101	predict(test01442,money-fx).
# proved 559	predict(test01682,X1)  #v:[?].	2 msec
1	0.625877501912484	predict(test01682,earn).
2	0.15719458888249868	predict(test01682,trade).
3	0.1399952600505201	predict(test01682,acq).
4	0.05811613077543361	predict(test01682,money-fx).
5	0.018816518379063608	predict(test01682,crude).
# proved 560	predict(test02080,X1)  #v:[?].	5 msec
1	0.4450412428037434	predict(test02080,ship).
2	0.4369931262120753	predict(test02080,acq).
3	0.1179656309841812	predict(test02080,earn).
# proved 561	predict(test01957,X1)  #v:[?].	6 msec
1	0.2970130666882795	predict(test01957,ship).
2	0.2903980112469862	predict(test01957,crude).
3	0.2338526358975204	predict(test01957,earn).
4	0.17873628616721396	predict(test01957,acq).
# proved 562	predict(test00061,X1)  #v:[?].	2 msec
1	1.0	predict(test00061,earn).
# proved 563	predict(test00023,X1)  #v:[?].	6 msec
1	0.1370000071395886	predict(test00023,earn).
2	0.13528498748480575	predict(test00023,ship).
3	0.12964456367315302	predict(test00023,acq).
4	0.1220011105303775	predict(test00023,crude).
5	0.12107713801545836	predict(test00023,trade).
6	0.11932009319769289	predict(test00023,interest).
7	0.11858120179769642	predict(test00023,grain).
8	0.11709089816122732	predict(test00023,money-fx).
# proved 564	predict(test01133,X1)  #v:[?].	6 msec
1	0.39606893970263923	predict(test01133,earn).
2	0.20122692031456685	predict(test01133,interest).
3	0.18317265807711589	predict(test01133,trade).
4	0.182954347055825	predict(test01133,money-fx).
5	0.03657713484985311	predict(test01133,acq).
# proved 565	predict(test00074,X1)  #v:[?].	3 msec
1	0.959878661510091	predict(test00074,earn).
2	0.04012133848990899	predict(test00074,ship).
# proved 566	predict(test01763,X1)  #v:[?].	2 msec
1	0.19926782855443861	predict(test01763,earn).
2	0.14914716607509634	predict(test01763,ship).
3	0.12480062766513131	predict(test01763,trade).
4	0.12075753929191374	predict(test01763,money-fx).
5	0.1141429529478371	predict(test01763,acq).
6	0.11340158065763423	predict(test01763,crude).
7	0.098201501648934	predict(test01763,interest).
8	0.08028080315901465	predict(test01763,grain).
# proved 567	predict(test01378,X1)  #v:[?].	2 msec
1	0.1478005271022542	predict(test01378,acq).
2	0.14335774592368739	predict(test01378,ship).
3	0.13022302121431623	predict(test01378,earn).
4	0.12653069093246905	predict(test01378,money-fx).
5	0.11702172995274536	predict(test01378,trade).
6	0.11650966383195162	predict(test01378,crude).
7	0.11589925468357105	predict(test01378,grain).
8	0.10265736635900505	predict(test01378,interest).
# proved 568	predict(test01058,X1)  #v:[?].	6 msec
1	0.3674284104870147	predict(test01058,ship).
2	0.34452329989479324	predict(test01058,acq).
3	0.240380896937972	predict(test01058,earn).
4	0.047667392680219994	predict(test01058,money-fx).
# proved 569	predict(test00663,X1)  #v:[?].	5 msec
1	0.4237686442037882	predict(test00663,earn).
2	0.3732286980668249	predict(test00663,ship).
3	0.18278113681956593	predict(test00663,trade).
4	0.020221520909820958	predict(test00663,money-fx).
# proved 570	predict(test00903,X1)  #v:[?].	5 msec
1	0.24852666797983372	predict(test00903,acq).
2	0.24646135728708327	predict(test00903,ship).
3	0.1974149769283757	predict(test00903,earn).
4	0.12331610938850153	predict(test00903,grain).
5	0.11061556774736278	predict(test00903,crude).
6	0.073665320668843	predict(test00903,money-fx).
# proved 571	predict(test02014,X1)  #v:[?].	4 msec
1	0.6407215978477506	predict(test02014,earn).
2	0.21914735102163282	predict(test02014,trade).
3	0.08246625437746719	predict(test02014,money-fx).
4	0.057664796753149394	predict(test02014,crude).
# proved 572	predict(test01047,X1)  #v:[?].	10 msec
1	0.32404665059490373	predict(test01047,ship).
2	0.31785085314829603	predict(test01047,acq).
3	0.2689797535681954	predict(test01047,earn).
4	0.08912274268860486	predict(test01047,crude).
# proved 573	predict(test00849,X1)  #v:[?].	8 msec
1	0.3010609437450245	predict(test00849,ship).
2	0.26494973508838354	predict(test00849,interest).
3	0.24721455239049864	predict(test00849,money-fx).
4	0.07310802679447712	predict(test00849,earn).
5	0.0661592278924621	predict(test00849,crude).
6	0.04750751408915405	predict(test00849,grain).
# proved 574	predict(test00692,X1)  #v:[?].	6 msec
1	1.0	predict(test00692,earn).
# proved 575	predict(test00290,X1)  #v:[?].	5 msec
1	0.25830150516803624	predict(test00290,earn).
2	0.2550026640127369	predict(test00290,ship).
3	0.19924595071397938	predict(test00290,acq).
4	0.11591962579819834	predict(test00290,trade).
5	0.10316640421194254	predict(test00290,crude).
6	0.06836385009510641	predict(test00290,grain).
# proved 576	predict(test01561,X1)  #v:[?].	5 msec
1	0.3819664650890185	predict(test01561,earn).
2	0.33887452321451533	predict(test01561,ship).
3	0.13138927485160576	predict(test01561,trade).
4	0.09506550860630877	predict(test01561,acq).
5	0.05270422823855163	predict(test01561,money-fx).
# proved 577	predict(test01443,X1)  #v:[?].	4 msec
1	0.38767975232671376	predict(test01443,acq).
2	0.34430022185159553	predict(test01443,ship).
3	0.26802002582169066	predict(test01443,earn).
# proved 578	predict(test01991,X1)  #v:[?].	4 msec
1	0.3528133834194816	predict(test01991,acq).
2	0.3400576840341649	predict(test01991,ship).
3	0.3071289325463536	predict(test01991,earn).
# proved 579	predict(test02177,X1)  #v:[?].	4 msec
1	0.1394896893854002	predict(test02177,ship).
2	0.12934313786202373	predict(test02177,acq).
3	0.12610796248973724	predict(test02177,grain).
4	0.12415054570993846	predict(test02177,crude).
5	0.12150019259465679	predict(test02177,earn).
6	0.12066089887718126	predict(test02177,interest).
7	0.12012802626348204	predict(test02177,money-fx).
8	0.11861954681758029	predict(test02177,trade).
# proved 580	predict(test01003,X1)  #v:[?].	12 msec
1	0.12888163861918006	predict(test01003,ship).
2	0.12558314891914057	predict(test01003,crude).
3	0.12464879429552002	predict(test01003,grain).
4	0.12442987204943139	predict(test01003,money-fx).
5	0.12441802964090072	predict(test01003,acq).
6	0.12429713769480671	predict(test01003,trade).
7	0.12392346131639563	predict(test01003,interest).
8	0.12381791746462487	predict(test01003,earn).
# proved 581	predict(test00254,X1)  #v:[?].	9 msec
1	0.17566239397291109	predict(test00254,earn).
2	0.17502384608119584	predict(test00254,ship).
3	0.14288165231294178	predict(test00254,acq).
4	0.11828191226571286	predict(test00254,money-fx).
5	0.11259554560657836	predict(test00254,grain).
6	0.1115486176745337	predict(test00254,trade).
7	0.08403307364253815	predict(test00254,interest).
8	0.07997295844358827	predict(test00254,crude).
# proved 582	predict(test01075,X1)  #v:[?].	7 msec
1	0.371827498415263	predict(test01075,acq).
2	0.35378602790742014	predict(test01075,ship).
3	0.2743864736773169	predict(test01075,earn).
# proved 583	predict(test02100,X1)  #v:[?].	3 msec
1	0.48669641797488505	predict(test02100,earn).
2	0.4025583263479476	predict(test02100,ship).
3	0.1107452556771674	predict(test02100,trade).
# proved 584	predict(test00899,X1)  #v:[?].	8 msec
1	0.15487671368626008	predict(test00899,ship).
2	0.14292029234360595	predict(test00899,acq).
3	0.1403609716792649	predict(test00899,crude).
4	0.12681729996578875	predict(test00899,grain).
5	0.12532638995615974	predict(test00899,trade).
6	0.12515094956655232	predict(test00899,money-fx).
7	0.10775312735113857	predict(test00899,interest).
8	0.07679425545122946	predict(test00899,earn).
# proved 585	predict(test01588,X1)  #v:[?].	3 msec
1	1.0	predict(test01588,earn).
# proved 586	predict(test01224,X1)  #v:[?].	2 msec
1	0.19661683860842602	predict(test01224,earn).
2	0.1589544188861523	predict(test01224,ship).
3	0.12400143469873269	predict(test01224,trade).
4	0.11986408798999627	predict(test01224,money-fx).
5	0.11078660025140473	predict(test01224,crude).
6	0.10630604690010952	predict(test01224,grain).
7	0.10041537427663266	predict(test01224,interest).
8	0.0830551983885459	predict(test01224,acq).
# proved 587	predict(test00366,X1)  #v:[?].	2 msec
1	0.1953936357733056	predict(test00366,earn).
2	0.14497176036600667	predict(test00366,ship).
3	0.1309157242805708	predict(test00366,acq).
4	0.12097029563135936	predict(test00366,grain).
5	0.1162952117509433	predict(test00366,trade).
6	0.10763417220100571	predict(test00366,money-fx).
7	0.094806676373078	predict(test00366,crude).
8	0.0890125236237305	predict(test00366,interest).
# proved 588	predict(test01899,X1)  #v:[?].	3 msec
1	1.0	predict(test01899,earn).
# proved 589	predict(test01535,X1)  #v:[?].	9 msec
1	0.37034179629866787	predict(test01535,ship).
2	0.1806918140465687	predict(test01535,interest).
3	0.17467729946333546	predict(test01535,money-fx).
4	0.17116154588865345	predict(test01535,trade).
5	0.09243930595585906	predict(test01535,acq).
6	0.010688238346915329	predict(test01535,crude).
# proved 590	predict(test00939,X1)  #v:[?].	2 msec
1	1.0	predict(test00939,earn).
# proved 591	predict(test00243,X1)  #v:[?].	5 msec
1	0.17982943347425154	predict(test00243,ship).
2	0.17593411273591297	predict(test00243,earn).
3	0.16773873936810152	predict(test00243,acq).
4	0.11410453355882536	predict(test00243,grain).
5	0.10036347286543726	predict(test00243,trade).
6	0.09515052518724827	predict(test00243,crude).
7	0.0928950308726602	predict(test00243,money-fx).
8	0.07398415193756298	predict(test00243,interest).
# proved 592	predict(test00255,X1)  #v:[?].	3 msec
1	1.0	predict(test00255,earn).
# proved 593	predict(test01709,X1)  #v:[?].	2 msec
1	0.6697272705692859	predict(test01709,earn).
2	0.182335704891139	predict(test01709,trade).
3	0.14793702453957508	predict(test01709,money-fx).
# proved 594	predict(test01593,X1)  #v:[?].	2 msec
1	0.5619663003772472	predict(test01593,earn).
2	0.232034852439916	predict(test01593,acq).
3	0.11383571782402223	predict(test01593,money-fx).
4	0.09216312935881467	predict(test01593,trade).
# proved 595	predict(test00633,X1)  #v:[?].	6 msec
1	0.30472921435635353	predict(test00633,ship).
2	0.2708682636444444	predict(test00633,acq).
3	0.2308925175081933	predict(test00633,earn).
4	0.1093752461520997	predict(test00633,interest).
5	0.08413475833890906	predict(test00633,crude).
# proved 596	predict(test00417,X1)  #v:[?].	3 msec
1	0.5880337742140492	predict(test00417,earn).
2	0.2496400953477779	predict(test00417,interest).
3	0.16232613043817293	predict(test00417,money-fx).
# proved 597	predict(test02110,X1)  #v:[?].	4 msec
1	0.2959187029619678	predict(test02110,ship).
2	0.26123855036829907	predict(test02110,crude).
3	0.23358805468948063	predict(test02110,earn).
4	0.2092546919802524	predict(test02110,acq).
# proved 598	predict(test02034,X1)  #v:[?].	2 msec
1	1.0	predict(test02034,earn).
# proved 599	predict(test00231,X1)  #v:[?].	8 msec
1	0.25289366264771407	predict(test00231,ship).
2	0.217353267514606	predict(test00231,trade).
3	0.21308975719134696	predict(test00231,acq).
4	0.10976418848252871	predict(test00231,earn).
5	0.09699053690334129	predict(test00231,crude).
6	0.09417162362921354	predict(test00231,grain).
7	0.0157369636312494	predict(test00231,money-fx).
# proved 600	predict(test00570,X1)  #v:[?].	2 msec
1	0.6621824650034237	predict(test00570,earn).
2	0.13273163276641856	predict(test00570,trade).
3	0.08814467288903699	predict(test00570,money-fx).
4	0.07502896734232996	predict(test00570,interest).
5	0.041912261998790785	predict(test00570,crude).
# proved 601	predict(test00230,X1)  #v:[?].	7 msec
1	0.15452625114433857	predict(test00230,earn).
2	0.13507595245824364	predict(test00230,money-fx).
3	0.13183096481064338	predict(test00230,interest).
4	0.1284015423131366	predict(test00230,ship).
5	0.11630860707882591	predict(test00230,grain).
6	0.11544921819610354	predict(test00230,crude).
7	0.11037945687610012	predict(test00230,trade).
8	0.10802800712260822	predict(test00230,acq).
# proved 602	predict(test01674,X1)  #v:[?].	2 msec
1	0.6058719458633856	predict(test01674,earn).
2	0.3934160244905047	predict(test01674,ship).
3	7.120296461098135E-4	predict(test01674,acq).
# proved 603	predict(test01166,X1)  #v:[?].	2 msec
1	0.20864700475514686	predict(test01166,interest).
2	0.1629943888960964	predict(test01166,money-fx).
3	0.13203223844651293	predict(test01166,acq).
4	0.11367507523595792	predict(test01166,ship).
5	0.10784096008783073	predict(test01166,grain).
6	0.10644282435453643	predict(test01166,crude).
7	0.10557347941974064	predict(test01166,trade).
8	0.06279402880417813	predict(test01166,earn).
# proved 604	predict(test01877,X1)  #v:[?].	4 msec
1	0.41655831473497473	predict(test01877,earn).
2	0.3843080336444648	predict(test01877,ship).
3	0.19913365162056038	predict(test01877,acq).
# proved 605	predict(test00611,X1)  #v:[?].	4 msec
1	0.5193061063262492	predict(test00611,earn).
2	0.48069389367375076	predict(test00611,ship).
# proved 606	predict(test00264,X1)  #v:[?].	4 msec
1	1.0	predict(test00264,earn).
# proved 607	predict(test01289,X1)  #v:[?].	2 msec
1	0.19457743809431563	predict(test01289,ship).
2	0.16927678943427144	predict(test01289,acq).
3	0.10932672385325162	predict(test01289,earn).
4	0.1082580757134799	predict(test01289,money-fx).
5	0.10680811232519041	predict(test01289,interest).
6	0.10455564037489601	predict(test01289,trade).
7	0.1040637534651678	predict(test01289,grain).
8	0.10313346673942726	predict(test01289,crude).
# proved 608	predict(test01849,X1)  #v:[?].	4 msec
1	0.2589681815459103	predict(test01849,earn).
2	0.203996561720109	predict(test01849,ship).
3	0.1585642193600903	predict(test01849,trade).
4	0.12894503065603888	predict(test01849,money-fx).
5	0.11167984688172831	predict(test01849,interest).
6	0.0788782233194895	predict(test01849,acq).
7	0.03607101582237546	predict(test01849,crude).
8	0.022896920694258138	predict(test01849,grain).
# proved 609	predict(test00827,X1)  #v:[?].	7 msec
1	0.5134829524629518	predict(test00827,acq).
2	0.48651704753704816	predict(test00827,ship).
# proved 610	predict(test00774,X1)  #v:[?].	3 msec
1	0.5422087805421971	predict(test00774,earn).
2	0.21331212224026852	predict(test00774,crude).
3	0.14416515768968477	predict(test00774,trade).
4	0.10031393952784952	predict(test00774,interest).
# proved 611	predict(test01552,X1)  #v:[?].	16 msec
1	0.29040331944855463	predict(test01552,ship).
2	0.2578193854317578	predict(test01552,crude).
3	0.20482490832003755	predict(test01552,trade).
4	0.1523756400139954	predict(test01552,acq).
5	0.09457674678565463	predict(test01552,grain).
# proved 612	predict(test01331,X1)  #v:[?].	3 msec
1	1.0	predict(test01331,earn).
# proved 613	predict(test01020,X1)  #v:[?].	3 msec
1	1.0	predict(test01020,earn).
# proved 614	predict(test00283,X1)  #v:[?].	4 msec
1	0.35466214366056353	predict(test00283,ship).
2	0.3238354469241285	predict(test00283,earn).
3	0.32150240941530783	predict(test00283,acq).
# proved 615	predict(test01714,X1)  #v:[?].	6 msec
1	0.22777229951717584	predict(test01714,ship).
2	0.22304088177534528	predict(test01714,acq).
3	0.1695894609452297	predict(test01714,earn).
4	0.16028176198832067	predict(test01714,interest).
5	0.13706506164049043	predict(test01714,grain).
6	0.047083871462621246	predict(test01714,crude).
7	0.035166662670816744	predict(test01714,money-fx).
# proved 616	predict(test01268,X1)  #v:[?].	12 msec
1	0.4254429185352497	predict(test01268,ship).
2	0.39391424231631794	predict(test01268,crude).
3	0.1009925853801416	predict(test01268,money-fx).
4	0.07139561272434346	predict(test01268,trade).
5	0.008254641043947408	predict(test01268,earn).
# proved 617	predict(test01994,X1)  #v:[?].	2 msec
